"id","kod","city_turkey","district_turkey","country_id:id"
475,"35","İzmir ","Bergama","base.tr"
476,"35","İzmir ","Beydağ","base.tr"
477,"35","İzmir ","Çeşme","base.tr"
478,"35","İzmir ","Dikili","base.tr"
479,"35","İzmir ","Karaburun","base.tr"
480,"35","İzmir ","Kınık","base.tr"
481,"35","İzmir ","Kiraz","base.tr"
482,"35","İzmir ","Ödemiş","base.tr"
483,"35","İzmir ","Tire","base.tr"
484,"36","Kars","Kars","base.tr"
485,"36","Kars","Akyaka","base.tr"
486,"36","Kars","Arpaçay","base.tr"
487,"36","Kars","Digor","base.tr"
488,"36","Kars","Kağızman","base.tr"
489,"36","Kars","Sarıkamış","base.tr"
490,"36","Kars","Selim","base.tr"
491,"36","Kars","Susuz","base.tr"
492,"37","Kastamonu","Kastamonu","base.tr"
493,"37","Kastamonu","Abana","base.tr"
494,"37","Kastamonu","Ağlı","base.tr"
495,"37","Kastamonu","Araç","base.tr"
496,"37","Kastamonu","Azdavay","base.tr"
497,"37","Kastamonu","Bozkurt","base.tr"
498,"37","Kastamonu","Cide","base.tr"
499,"37","Kastamonu","Çatalzeytin","base.tr"
500,"37","Kastamonu","Daday","base.tr"
501,"37","Kastamonu","Devrekani","base.tr"
502,"37","Kastamonu","Doğanyurt","base.tr"
503,"37","Kastamonu","Hanönü(Gökçeağaç)","base.tr"
504,"37","Kastamonu","İhsangazi","base.tr"
505,"37","Kastamonu","İnebolu","base.tr"
506,"37","Kastamonu","Küre","base.tr"
507,"37","Kastamonu","Pınarbaşı","base.tr"
508,"37","Kastamonu","Seydiler","base.tr"
509,"37","Kastamonu","Şenpazar","base.tr"
510,"37","Kastamonu","Taşköprü","base.tr"
511,"37","Kastamonu","Tosya","base.tr"
512,"38","Kayseri ","Kocasinan","base.tr"
513,"38","Kayseri ","Melikgazi","base.tr"
514,"38","Kayseri ","Talas","base.tr"
515,"38","Kayseri ","Akkışla","base.tr"
516,"38","Kayseri ","Bünyan","base.tr"
517,"38","Kayseri ","Develi","base.tr"
518,"38","Kayseri ","Felahiye","base.tr"
519,"38","Kayseri ","Hacılar","base.tr"
520,"38","Kayseri ","İncesu","base.tr"
521,"38","Kayseri ","Özvatan(Çukur)","base.tr"
522,"38","Kayseri ","Pınarbaşı","base.tr"
523,"38","Kayseri ","Sarıoğlan","base.tr"
524,"38","Kayseri ","Sarız","base.tr"
525,"38","Kayseri ","Tomarza","base.tr"
526,"38","Kayseri ","Yahyalı","base.tr"
527,"38","Kayseri ","Yeşilhisar","base.tr"
528,"39","Kırklareli","Kırklareli","base.tr"
529,"39","Kırklareli","Babaeski","base.tr"
530,"39","Kırklareli","Demirköy","base.tr"
531,"39","Kırklareli","Kofçaz","base.tr"
532,"39","Kırklareli","Lüleburgaz","base.tr"
533,"39","Kırklareli","Pehlivanköy","base.tr"
534,"39","Kırklareli","Pınarhisar","base.tr"
535,"39","Kırklareli","Vize","base.tr"
536,"40","Kırşehir","Kırşehir","base.tr"
537,"40","Kırşehir","Akçakent","base.tr"
538,"40","Kırşehir","Akpınar","base.tr"
539,"40","Kırşehir","Boztepe","base.tr"
540,"40","Kırşehir","Çiçekdağı","base.tr"
541,"40","Kırşehir","Kaman","base.tr"
542,"40","Kırşehir","Mucur","base.tr"
543,"41","Kocaeli ","İzmit","base.tr"
544,"41","Kocaeli ","Başiskele","base.tr"
545,"41","Kocaeli ","Çayırova","base.tr"
546,"41","Kocaeli ","Darıca","base.tr"
547,"41","Kocaeli ","Dilovası","base.tr"
548,"41","Kocaeli ","Kartepe","base.tr"
549,"41","Kocaeli ","Gebze","base.tr"
550,"41","Kocaeli ","Gölcük","base.tr"
551,"41","Kocaeli ","Kandıra","base.tr"
552,"41","Kocaeli ","Karamürsel","base.tr"
553,"41","Kocaeli ","Tütünçiftlik","base.tr"
554,"41","Kocaeli ","Derince","base.tr"
555,"42","Konya ","Karatay","base.tr"
556,"42","Konya ","Meram","base.tr"
557,"42","Konya ","Selçuklu","base.tr"
558,"42","Konya ","Ahırlı","base.tr"
559,"42","Konya ","Akören","base.tr"
560,"42","Konya ","Akşehir","base.tr"
561,"42","Konya ","Altınekin","base.tr"
562,"42","Konya ","Beyşehir","base.tr"
563,"42","Konya ","Bozkır","base.tr"
564,"42","Konya ","Cihanbeyli","base.tr"
565,"42","Konya ","Çeltik","base.tr"
566,"42","Konya ","Çumra","base.tr"
567,"42","Konya ","Derbent","base.tr"
568,"42","Konya ","Derebucak","base.tr"
569,"42","Konya ","Doğanhisar","base.tr"
570,"42","Konya ","Emirgazi","base.tr"
571,"42","Konya ","Ereğli","base.tr"
572,"42","Konya ","Güneysınır","base.tr"
573,"42","Konya ","Hadim","base.tr"
574,"42","Konya ","Halkapınar","base.tr"
575,"42","Konya ","Hüyük","base.tr"
576,"42","Konya ","Ilgın","base.tr"
577,"42","Konya ","Kadınhanı","base.tr"
578,"42","Konya ","Karapınar","base.tr"
579,"42","Konya ","Kulu","base.tr"
580,"42","Konya ","Sarayönü","base.tr"
581,"42","Konya ","Seydişehir","base.tr"
582,"42","Konya ","Taşkent","base.tr"
583,"42","Konya ","Tuzlukçu","base.tr"
584,"42","Konya ","Yalıhüyük","base.tr"
585,"42","Konya ","Yunak","base.tr"
586,"43","Kütahya","Kütahya","base.tr"
587,"43","Kütahya","Altıntaş","base.tr"
588,"43","Kütahya","Aslanapa","base.tr"
589,"43","Kütahya","Çavdarhisar","base.tr"
590,"43","Kütahya","Domaniç","base.tr"
591,"43","Kütahya","Dumlupınar","base.tr"
592,"43","Kütahya","Emet","base.tr"
593,"43","Kütahya","Gediz","base.tr"
594,"43","Kütahya","Hisarcık","base.tr"
595,"43","Kütahya","Pazarlar","base.tr"
596,"43","Kütahya","Simav","base.tr"
597,"43","Kütahya","Şaphane","base.tr"
598,"43","Kütahya","Tavşanlı","base.tr"
599,"43","Kütahya","Tunçbilek","base.tr"
600,"44","Malatya","Malatya","base.tr"
601,"44","Malatya","Akçadağ","base.tr"
602,"44","Malatya","Arapkir","base.tr"
603,"44","Malatya","Arguvan","base.tr"
604,"44","Malatya","Battalgazi","base.tr"
605,"44","Malatya","Darende","base.tr"
606,"44","Malatya","Doğanşehir","base.tr"
607,"44","Malatya","Doğanyol","base.tr"
608,"44","Malatya","Hekimhan","base.tr"
609,"44","Malatya","Kale","base.tr"
610,"44","Malatya","Kuluncak","base.tr"
611,"44","Malatya","Pötürge","base.tr"
612,"44","Malatya","Yazıhan","base.tr"
613,"44","Malatya","Yeşilyurt","base.tr"
614,"45","Manisa","Manisa","base.tr"
615,"45","Manisa","Ahmetli","base.tr"
616,"45","Manisa","Akhisar","base.tr"
617,"45","Manisa","Alaşehir","base.tr"
618,"45","Manisa","Demirci","base.tr"
619,"45","Manisa","Gölmarmara","base.tr"
620,"45","Manisa","Gördes","base.tr"
621,"45","Manisa","Kırkağaç","base.tr"
622,"45","Manisa","Köprübaşı","base.tr"
623,"45","Manisa","Kula","base.tr"
624,"45","Manisa","Salihli","base.tr"
625,"45","Manisa","Sarıgöl","base.tr"
626,"45","Manisa","Saruhanlı","base.tr"
627,"45","Manisa","Selendi","base.tr"
628,"45","Manisa","Soma","base.tr"
629,"45","Manisa","Turgutlu","base.tr"
630,"46","Kahramanmaraş","Kahramanmaraş","base.tr"
631,"46","Kahramanmaraş","Afşin","base.tr"
632,"46","Kahramanmaraş","Andırın","base.tr"
633,"46","Kahramanmaraş","Çağlayancerit","base.tr"
634,"46","Kahramanmaraş","Ekinözü","base.tr"
635,"46","Kahramanmaraş","Elbistan","base.tr"
636,"46","Kahramanmaraş","Göksun","base.tr"
637,"46","Kahramanmaraş","Nurhak","base.tr"
638,"46","Kahramanmaraş","Pazarcık","base.tr"
639,"46","Kahramanmaraş","Türkoğlu","base.tr"
640,"47","Mardin","Mardin","base.tr"
641,"47","Mardin","Dargeçit","base.tr"
642,"47","Mardin","Derik","base.tr"
643,"47","Mardin","Kızıltepe","base.tr"
644,"47","Mardin","Mazıdağı","base.tr"
645,"47","Mardin","Midyat(Estel)","base.tr"
646,"47","Mardin","Nusaybin","base.tr"
647,"47","Mardin","Ömerli","base.tr"
648,"47","Mardin","Savur","base.tr"
649,"47","Mardin","Yeşilli","base.tr"
650,"48","Muğla","Muğla","base.tr"
651,"48","Muğla","Bodrum","base.tr"
652,"48","Muğla","Dalaman","base.tr"
653,"48","Muğla","Datça","base.tr"
654,"48","Muğla","Fethiye","base.tr"
655,"48","Muğla","Kavaklıdere","base.tr"
656,"48","Muğla","Köyceğiz","base.tr"
657,"48","Muğla","Marmaris","base.tr"
658,"48","Muğla","Milas","base.tr"
659,"48","Muğla","Ortaca","base.tr"
660,"48","Muğla","Ula","base.tr"
661,"48","Muğla","Yatağan","base.tr"
662,"49","Muş","Muş","base.tr"
663,"49","Muş","Bulanık","base.tr"
664,"49","Muş","Hasköy","base.tr"
665,"49","Muş","Korkut","base.tr"
666,"49","Muş","Malazgirt","base.tr"
667,"49","Muş","Varto","base.tr"
668,"50","Nevşehir","Nevşehir","base.tr"
669,"50","Nevşehir","Acıgöl","base.tr"
670,"50","Nevşehir","Avanos","base.tr"
671,"50","Nevşehir","Derinkuyu","base.tr"
672,"50","Nevşehir","Gülşehir","base.tr"
673,"50","Nevşehir","Hacıbektaş","base.tr"
674,"50","Nevşehir","Kozaklı","base.tr"
675,"50","Nevşehir","Ürgüp","base.tr"
676,"51","Niğde","Niğde","base.tr"
677,"51","Niğde","Altunhisar","base.tr"
678,"51","Niğde","Bor","base.tr"
679,"51","Niğde","Çamardı","base.tr"
680,"51","Niğde","Çiftlik(Özyurt)","base.tr"
681,"51","Niğde","Ulukışla","base.tr"
682,"52","Ordu","Ordu","base.tr"
683,"52","Ordu","Akkuş","base.tr"
684,"52","Ordu","Aybastı","base.tr"
685,"52","Ordu","Çamaş","base.tr"
686,"52","Ordu","Çatalpınar","base.tr"
687,"52","Ordu","Çaybaşı","base.tr"
688,"52","Ordu","Fatsa","base.tr"
689,"52","Ordu","Gölköy","base.tr"
690,"52","Ordu","Gülyalı","base.tr"
691,"52","Ordu","Gürgentepe","base.tr"
692,"52","Ordu","İkizce","base.tr"
693,"52","Ordu","Karadüz(Kabadüz)","base.tr"
694,"52","Ordu","Kabataş","base.tr"
695,"52","Ordu","Korgan","base.tr"
696,"52","Ordu","Kumru","base.tr"
697,"52","Ordu","Mesudiye","base.tr"
698,"52","Ordu","Perşembe","base.tr"
699,"52","Ordu","Ulubey","base.tr"
700,"52","Ordu","Ünye","base.tr"
701,"53","Rize","Rize","base.tr"
702,"53","Rize","Ardeşen","base.tr"
703,"53","Rize","Çamlıhemşin","base.tr"
704,"53","Rize","Çayeli","base.tr"
705,"53","Rize","Derepazarı","base.tr"
706,"53","Rize","Fındıklı","base.tr"
707,"53","Rize","Güneysu","base.tr"
708,"53","Rize","Hemşin","base.tr"
709,"53","Rize","İkizdere","base.tr"
710,"53","Rize","İyidere","base.tr"
711,"53","Rize","Kalkandere","base.tr"
712,"53","Rize","Pazar","base.tr"
713,"54","Sakarya ","Adapazarı","base.tr"
714,"54","Sakarya ","Hendek","base.tr"
715,"54","Sakarya ","Arifiye","base.tr"
716,"54","Sakarya ","Erenler","base.tr"
717,"54","Sakarya ","Serdivan","base.tr"
718,"54","Sakarya ","Akyazı","base.tr"
719,"54","Sakarya ","Ferizli","base.tr"
720,"54","Sakarya ","Geyve","base.tr"
721,"54","Sakarya ","Karapürçek","base.tr"
722,"54","Sakarya ","Karasu","base.tr"
723,"54","Sakarya ","Kaynarca","base.tr"
724,"54","Sakarya ","Kocaali","base.tr"
725,"54","Sakarya ","Pamukova","base.tr"
726,"54","Sakarya ","Sapanca","base.tr"
727,"54","Sakarya ","Söğütlü","base.tr"
728,"54","Sakarya ","Taraklı","base.tr"
729,"55","Samsun ","Atakum","base.tr"
730,"55","Samsun ","İlkadım","base.tr"
731,"55","Samsun ","Canik","base.tr"
732,"55","Samsun ","Tekkeköy","base.tr"
733,"55","Samsun ","Alaçam","base.tr"
734,"55","Samsun ","Asarcık","base.tr"
735,"55","Samsun ","Ayvacık","base.tr"
736,"55","Samsun ","Bafra","base.tr"
737,"55","Samsun ","Çarşamba","base.tr"
738,"55","Samsun ","Havza","base.tr"
739,"55","Samsun ","Kavak","base.tr"
740,"55","Samsun ","Ladik","base.tr"
741,"55","Samsun ","19Mayıs(Ballıca)","base.tr"
742,"55","Samsun ","Salıpazarı","base.tr"
743,"55","Samsun ","Terme","base.tr"
744,"55","Samsun ","Vezirköprü","base.tr"
745,"55","Samsun ","Yakakent","base.tr"
746,"56","Siirt","Siirt","base.tr"
747,"56","Siirt","Baykan","base.tr"
748,"56","Siirt","Eruh","base.tr"
749,"56","Siirt","Kurtalan","base.tr"
750,"56","Siirt","Pervari","base.tr"
751,"56","Siirt","Aydınlar","base.tr"
752,"56","Siirt","Şirvan","base.tr"
753,"57","Sinop","Sinop","base.tr"
754,"57","Sinop","Ayancık","base.tr"
755,"57","Sinop","Boyabat","base.tr"
756,"57","Sinop","Dikmen","base.tr"
757,"57","Sinop","Durağan","base.tr"
758,"57","Sinop","Erfelek","base.tr"
759,"57","Sinop","Gerze","base.tr"
760,"57","Sinop","Saraydüzü","base.tr"
761,"57","Sinop","Türkeli","base.tr"
762,"58","Sivas","Sivas","base.tr"
763,"58","Sivas","Akıncılar","base.tr"
764,"58","Sivas","Altınyayla","base.tr"
765,"58","Sivas","Divriği","base.tr"
766,"58","Sivas","Doğanşar","base.tr"
767,"58","Sivas","Gemerek","base.tr"
768,"58","Sivas","Gölova","base.tr"
769,"58","Sivas","Gürün","base.tr"
770,"58","Sivas","Hafik","base.tr"
771,"58","Sivas","İmranlı","base.tr"
772,"58","Sivas","Kangal","base.tr"
773,"58","Sivas","Koyulhisar","base.tr"
774,"58","Sivas","Suşehri","base.tr"
775,"58","Sivas","Şarkışla","base.tr"
776,"58","Sivas","Ulaş","base.tr"
777,"58","Sivas","Yıldızeli","base.tr"
778,"58","Sivas","Zara","base.tr"
779,"59","Tekirdağ","Tekirdağ","base.tr"
780,"59","Tekirdağ","Çerkezköy","base.tr"
781,"59","Tekirdağ","Çorlu","base.tr"
782,"59","Tekirdağ","Hayrabolu","base.tr"
783,"59","Tekirdağ","Malkara","base.tr"
784,"59","Tekirdağ","Marmaraereğlisi","base.tr"
785,"59","Tekirdağ","Muratlı","base.tr"
786,"59","Tekirdağ","Saray","base.tr"
787,"59","Tekirdağ","Şarköy","base.tr"
788,"60","Tokat","Tokat","base.tr"
789,"60","Tokat","Almus","base.tr"
790,"60","Tokat","Artova","base.tr"
791,"60","Tokat","Başçiftlik","base.tr"
792,"60","Tokat","Erbaa","base.tr"
793,"60","Tokat","Niksar","base.tr"
794,"60","Tokat","Pazar","base.tr"
795,"60","Tokat","Reşadiye","base.tr"
796,"60","Tokat","Sulusaray","base.tr"
797,"60","Tokat","Turhal","base.tr"
798,"60","Tokat","Yeşilyurt","base.tr"
799,"60","Tokat","Zile","base.tr"
800,"61","Trabzon","Trabzon","base.tr"
801,"61","Trabzon","Akçaabat","base.tr"
802,"61","Trabzon","Araklı","base.tr"
803,"61","Trabzon","Arsin","base.tr"
804,"61","Trabzon","Beşikdüzü","base.tr"
805,"61","Trabzon","Çarşıbaşı","base.tr"
806,"61","Trabzon","Çaykara","base.tr"
807,"61","Trabzon","Dernekpazarı","base.tr"
808,"61","Trabzon","Düzköy","base.tr"
809,"61","Trabzon","Hayrat","base.tr"
810,"61","Trabzon","Köprübaşı","base.tr"
811,"61","Trabzon","Maçka","base.tr"
812,"61","Trabzon","Of","base.tr"
813,"61","Trabzon","Sürmene","base.tr"
814,"61","Trabzon","Şalpazarı","base.tr"
815,"61","Trabzon","Tonya","base.tr"
816,"61","Trabzon","Vakfıkebir","base.tr"
817,"61","Trabzon","Yomra","base.tr"
818,"62","Tunceli","Tunceli","base.tr"
819,"62","Tunceli","Çemişgezek","base.tr"
820,"62","Tunceli","Hozat","base.tr"
821,"62","Tunceli","Mazgirt","base.tr"
822,"62","Tunceli","Nazımiye","base.tr"
823,"62","Tunceli","Ovacık","base.tr"
824,"62","Tunceli","Pertek","base.tr"
825,"62","Tunceli","Pülümür","base.tr"
826,"63","Şanlıurfa","Şanlıurfa","base.tr"
827,"63","Şanlıurfa","Akçakale","base.tr"
828,"63","Şanlıurfa","Birecik","base.tr"
829,"63","Şanlıurfa","Bozova","base.tr"
830,"63","Şanlıurfa","Ceylanpınar","base.tr"
831,"63","Şanlıurfa","Halfeti","base.tr"
832,"63","Şanlıurfa","Harran","base.tr"
833,"63","Şanlıurfa","Hilvan","base.tr"
834,"63","Şanlıurfa","Siverek","base.tr"
835,"63","Şanlıurfa","Suruç","base.tr"
836,"63","Şanlıurfa","Viranşehir","base.tr"
837,"64","Uşak","Uşak","base.tr"
838,"64","Uşak","Banaz","base.tr"
839,"64","Uşak","Eşme","base.tr"
840,"64","Uşak","Karahallı","base.tr"
841,"64","Uşak","Sivaslı","base.tr"
842,"64","Uşak","Ulubey","base.tr"
843,"65","Van","Van","base.tr"
844,"65","Van","Bahçesaray","base.tr"
845,"65","Van","Başkale","base.tr"
846,"65","Van","Çaldıran","base.tr"
847,"65","Van","Çatak","base.tr"
848,"65","Van","Edremit(Gümüşdere)","base.tr"
849,"65","Van","Erciş","base.tr"
850,"65","Van","Gevaş","base.tr"
851,"65","Van","Gürpınar","base.tr"
852,"65","Van","Muradiye","base.tr"
853,"65","Van","Özalp","base.tr"
854,"65","Van","Saray","base.tr"
855,"66","Yozgat","Yozgat","base.tr"
856,"66","Yozgat","Akdağmadeni","base.tr"
857,"66","Yozgat","Aydıncık","base.tr"
858,"66","Yozgat","Boğazlıyan","base.tr"
859,"66","Yozgat","Çandır","base.tr"
860,"66","Yozgat","Çayıralan","base.tr"
861,"66","Yozgat","Çekerek","base.tr"
862,"66","Yozgat","Kadışehri","base.tr"
863,"66","Yozgat","Saraykent","base.tr"
864,"66","Yozgat","Sarıkaya","base.tr"
865,"66","Yozgat","Sorgun","base.tr"
866,"66","Yozgat","Şefaatli","base.tr"
867,"66","Yozgat","Yenifakılı","base.tr"
868,"66","Yozgat","Yerköy","base.tr"
869,"67","Zonguldak","Zonguldak","base.tr"
870,"67","Zonguldak","Alaplı","base.tr"
871,"67","Zonguldak","Çaycuma","base.tr"
872,"67","Zonguldak","Devrek","base.tr"
873,"67","Zonguldak","Karadenizereğli","base.tr"
874,"67","Zonguldak","Gökçebey","base.tr"
875,"68","Aksaray","Aksaray","base.tr"
876,"68","Aksaray","Ağaçören","base.tr"
877,"68","Aksaray","Eskil","base.tr"
878,"68","Aksaray","Gülağaç(Ağaçlı)","base.tr"
879,"68","Aksaray","Güzelyurt","base.tr"
880,"68","Aksaray","Ortaköy","base.tr"
881,"68","Aksaray","Sarıyahşi","base.tr"
882,"69","Bayburt","Bayburt","base.tr"
883,"69","Bayburt","Aydıntepe","base.tr"
884,"69","Bayburt","Demirözü","base.tr"
885,"70","Karaman","Karaman","base.tr"
886,"70","Karaman","Ayrancı","base.tr"
887,"70","Karaman","Başyayla","base.tr"
888,"70","Karaman","Ermenek","base.tr"
889,"70","Karaman","Kazımkarabekir","base.tr"
890,"70","Karaman","Sarıveliler","base.tr"
891,"71","Kırıkkale","Kırıkkale","base.tr"
892,"71","Kırıkkale","Bahşili","base.tr"
893,"71","Kırıkkale","Balışeyh","base.tr"
894,"71","Kırıkkale","Çelebi","base.tr"
895,"71","Kırıkkale","Delice","base.tr"
896,"71","Kırıkkale","Karakeçili","base.tr"
897,"71","Kırıkkale","Keskin","base.tr"
898,"71","Kırıkkale","Sulakyurt","base.tr"
899,"71","Kırıkkale","Yahşihan","base.tr"
900,"72","Batman","Batman","base.tr"
901,"72","Batman","Beşiri","base.tr"
902,"72","Batman","Gercüş","base.tr"
903,"72","Batman","Hasankeyf","base.tr"
904,"72","Batman","Kozluk","base.tr"
905,"72","Batman","Sason","base.tr"
906,"73","Şırnak","Şırnak","base.tr"
907,"73","Şırnak","Beytüşşebap","base.tr"
908,"73","Şırnak","Cizre","base.tr"
909,"73","Şırnak","Güçlükonak","base.tr"
910,"73","Şırnak","İdil","base.tr"
911,"73","Şırnak","Silopi","base.tr"
912,"73","Şırnak","Uludere","base.tr"
913,"74","Bartın","Bartın","base.tr"
914,"74","Bartın","Amasra","base.tr"
915,"74","Bartın","Kurucaşile","base.tr"
916,"74","Bartın","Ulus","base.tr"
917,"75","Ardahan","Ardahan","base.tr"
918,"75","Ardahan","Çıldır","base.tr"
919,"75","Ardahan","Damal","base.tr"
920,"75","Ardahan","Göle","base.tr"
921,"75","Ardahan","Hanak","base.tr"
922,"75","Ardahan","Posof","base.tr"
923,"76","Iğdır","Iğdır","base.tr"
924,"76","Iğdır","Aralık","base.tr"
925,"76","Iğdır","Karakoyunlu","base.tr"
926,"76","Iğdır","Tuzluca","base.tr"
927,"77","Yalova","Yalova","base.tr"
928,"77","Yalova","Altınova","base.tr"
929,"77","Yalova","Armutlu","base.tr"
930,"77","Yalova","Çiftlikköy","base.tr"
931,"77","Yalova","Çınarcık","base.tr"
932,"77","Yalova","Termal","base.tr"
933,"78","Karabük","Karabük","base.tr"
934,"78","Karabük","Eflani","base.tr"
935,"78","Karabük","Eskipazar","base.tr"
936,"78","Karabük","Ovacık","base.tr"
937,"78","Karabük","Safranbolu","base.tr"
938,"78","Karabük","Yenice","base.tr"
939,"79","Kilis","Kilis","base.tr"
940,"79","Kilis","Elbeyli","base.tr"
941,"79","Kilis","Musabeyli","base.tr"
942,"79","Kilis","Polateli","base.tr"
943,"80","Osmaniye","Osmaniye","base.tr"
944,"80","Osmaniye","Bahçe","base.tr"
945,"80","Osmaniye","Düziçi","base.tr"
946,"80","Osmaniye","Hasanbeyli","base.tr"
947,"80","Osmaniye","Kadirli","base.tr"
948,"80","Osmaniye","Sumbas","base.tr"
949,"80","Osmaniye","Toprakkale","base.tr"
950,"81","Düzce","Düzce","base.tr"
951,"81","Düzce","Akçakoca","base.tr"
952,"81","Düzce","Cumayeri","base.tr"
953,"81","Düzce","Çilimli","base.tr"
954,"81","Düzce","Gölyaka","base.tr"
955,"81","Düzce","Gümüşova","base.tr"
956,"81","Düzce","Kaynaşlı","base.tr"
957,"81","Düzce","Yığılca","base.tr"
